Program Version:,EnergyPlus, Version 25.1.0-68a4a7c774, YMD=2026.03.06 14:01
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ4C+hp+slab+IECC_2024
Environment:,ANNUAL ** BRUSSELS - BEL IWEC Data WMO#=064510

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,52254.61,13.18,21.98
,Net Site Energy,52254.61,13.18,21.98
,Total Source Energy,165490.34,41.73,69.62
,Net Source Energy,165490.34,41.73,69.62


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,3965.68
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,1588.59


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,12365.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,1720.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,3542.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,721.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,25933.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4144.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,3825.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14862.19
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,52254.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14862.19
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,,12432.46,3.84,No,CENTRAL SYSTEM_UNIT1,N/A
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,,5663.77,1.00,Yes,CENTRAL SYSTEM_UNIT1,N/A
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,,3758.62,4.05,No,N/A,N/A
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


Fans

,,Type,Total Efficiency [Btuh/Btuh],Delta Pressure [psi],Max Air Flow Rate [ft3/min],Rated Electricity Rate [W],Rated Power Per Max Air Flow Rate [W-min/ft3],Motor Heat In Air Fraction,Fan Energy Index,End Use Subcategory,Design Day Name for Fan Sizing Peak,Date/Time for Fan Sizing Peak,Purpose,Is Autosized,Motor Efficiency,Motor Heat to Zone Fraction,Motor Loss Zone Name,Airloop Name
,OASUPPLYFAN_UNIT1,Fan:OnOff,0.60,0.15,59.99,50.00,0.83,0.00,7.78,Ventilation,,,N/A,Yes,1.00,0.00,N/A,N/A
,OAEXHAUSTFAN_UNIT1,Fan:OnOff,0.60,0.15,59.99,50.00,0.83,0.00,7.78,Ventilation,,,N/A,Yes,1.00,0.00,N/A,N/A
,SUPPLY FAN_UNIT1,Fan:OnOff,0.50,0.06,310.88,117.26,0.38,1.00,2.70,General,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,N/A,Yes,0.86,0.00,N/A,CENTRAL SYSTEM_UNIT1
,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,0.70,0.01,160.01,10.79,0.07,1.00,11.73,General,,,N/A,Yes,0.90,0.00,N/A,N/A


Pumps

,,Type,Control,Head [psi],Water Flow [gal/min],Electricity Rate [W],Power Per Water Flow Rate [W-min/gal],Motor Efficiency [Btuh/Btuh],End Use Subcategory,Is Autosized,Plantloop Name,Plantloop Branch Name
,MAINS PRESSURE_UNIT1,Pump:VariableSpeed,Intermittent,0.00,7.827838,0.00,0.00,1.00,General,Yes,DHW LOOP_UNIT1,MAINS INLET BRANCH_UNIT1


Service Water Heating

,,Type,Storage Volume [ft3],Input [Btu/h],Thermal Efficiency [Btuh/Btuh],Recovery Efficiency [Btuh/Btuh],Energy Factor
,WATER HEATER_UNIT1,WaterHeater:HeatPump:WrappedCondenser,10.70,4508.81,1.00,0.00,0.00


Chillers

,,Type,Reference Capacity[Btu/h],TypeReference Efficiency [Btuh/Btuh],Rated Capacity [Btu/h],Rated Efficiency [Btuh/Btuh],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h],Minimum Part Load Ratio,Fuel Type,Rated Entering Condenser Temperature [F],Rated Leaving Evaporator Temperature [F],Reference Entering Condenser Temperature [F],Reference Leaving Evaporator Temperature [F],Design Size Reference Chilled Water Flow Rate [lb/s],Design Size Reference Condenser Fluid Flow Rate [lb/s],Plantloop Name,Plantloop Branch Name,Condenser Loop Name,Condenser Loop Branch Name,Heat Recovery Plantloop Name,Heat Recovery Plantloop Branch Name,Recovery Relative Capacity Fraction
,None,,,,,,,,,,,,,,,,,,,,,,


Boilers

,,Type,Reference Capacity [Btu/h],Reference Efficiency[Btuh/Btuh],Rated Capacity [Btu/h],Rated Efficiency [Btuh/Btuh],Minimum Part Load Ratio,Fuel Type,Parasitic Electric Load [W],Plantloop Name,Plantloop Branch Name
,None,,,,,,,,,,


Cooling Towers and Fluid Coolers

,,Type,Fluid Type,Range [F],Approach [F],Design Fan Power [Btu/h],Design Inlet Air Wet-Bulb Temperature [F],Design Water Flow Rate [gal/min],Leaving Water Setpoint Temperature [F],Condenser Loop Name,Condenser Loop Branch Name
,None,,,,,,,,,,


PlantLoop or CondenserLoop

,,Type,Provides Heating,Provides Cooling,Maximum Loop Flow Rate [ft3/min],Minimum Loop Flow Rate [ft3/min]
,DHW LOOP_UNIT1,PlantLoop,Yes,Yes,1.05,0.00


Air Terminals

,,Zone Name,Minimum Flow [ft3/min],Minimum Outdoor Flow [ft3/min],Supply Cooling Setpoint [F],Supply Heating Setpoint [F],Heating Capacity [Btu/h],Cooling Capacity [ton],Type of Input Object,Heat/Reheat Coil Object Type,Chilled Water Coil Object Type,Fan Object Type,Fan Name,Primary Air Flow Rate [ft3/min],Secondary Air Flow Rate [ft3/min],Minimum Flow Schedule Name,Maximum Flow During Reheat [ft3/min],Minimum Outdoor Flow Schedule Name
,ZONEDIRECTAIR_UNIT1 ADU,LIVING_UNIT1,356.49,59.99,53.60,90.00,0.00,0.86,AirTerminal:SingleDuct:ConstantVolume:NoReheat,,n/a,n/a,,310.88,n/a,n/a,0.00,n/a


Air Heat Recovery

,,Name,Input object type,Plate/Rotary,Sensible Effectiveness at 100% Heating Air Flow,Sensible Effectiveness at 100% Cooling Air Flow,Latent Effectiveness at 100% Heating Air Flow,Latent Effectiveness at 100% Cooling Air Flow,Exhaust Airflow [lb/s],Outdoor Airflow [lb/s]
,OA_HEAT_RECOVERY_UNIT1,OA_HEAT_RECOVERY_UNIT1,Generic,Rotary,0.75,0.75,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Space Sensible Cooling

,,Calculated Design Load [Btu/h],User Design Load [Btu/h],User Design Load per Area [Btu/h-ft2],Calculated Design Air Flow [ft3/min],User Design Air Flow [ft3/min],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [F],Indoor Temperature at Peak Load [F],Indoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Outdoor Temperature at Peak Load [F],Outdoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Minimum Outdoor Air Flow Rate [ft3/min],Heat Gain Rate from DOAS [Btu/h]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Cooling

,,Calculated Design Load [Btu/h],User Design Load [Btu/h],User Design Load per Area [Btu/h-ft2],Calculated Design Air Flow [ft3/min],User Design Air Flow [ft3/min],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [F],Indoor Temperature at Peak Load [F],Indoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Outdoor Temperature at Peak Load [F],Outdoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Minimum Outdoor Air Flow Rate [ft3/min],Heat Gain Rate from DOAS [Btu/h]
,LIVING_UNIT1,10370.00,10370.00,4.36,310.876,310.876,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,84.20,84.20,0.00843,83.35,0.01142,59.993,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Space Sensible Heating

,,Calculated Design Load [Btu/h],User Design Load [Btu/h],User Design Load per Area [Btu/h-ft2],Calculated Design Air Flow [ft3/min],User Design Air Flow [ft3/min],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [F],Indoor Temperature at Peak Load [F],Indoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Outdoor Temperature at Peak Load [F],Outdoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Minimum Outdoor Air Flow Rate [ft3/min],Heat Gain Rate from DOAS [Btu/h]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [Btu/h],User Design Load [Btu/h],User Design Load per Area [Btu/h-ft2],Calculated Design Air Flow [ft3/min],User Design Air Flow [ft3/min],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [F],Indoor Temperature at Peak Load [F],Indoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Outdoor Temperature at Peak Load [F],Outdoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Minimum Outdoor Air Flow Rate [ft3/min],Heat Gain Rate from DOAS [Btu/h]
,LIVING_UNIT1,0.00,0.00,0.00,0.000,59.993,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 15:15:00,41.00,46.55,0.00222,19.76,0.00156,59.993,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [ft3/min],User cooling [ft3/min],Calculated heating [ft3/min],User heating [ft3/min],Adjusted cooling [ft3/min],Adjusted heating [ft3/min],Adjusted main [ft3/min],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,CENTRAL SYSTEM_UNIT1,310.88,310.88,59.99,59.99,310.8762,310.8762,310.8762,1.0000,1.0000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [ft3/min],Algorithm Volume Flow Rate [ft3/min],Coincident Design Volume Flow Rate [ft3/min],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h]
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,12432.455,12432.455,310.876190,-999.,-999.00,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,12432.46,12432.46,310.876190,36.90,36.90,0.00675774,90.00,65.65,0.00800000,19.76,0.00156278,17.83,19.2981,48.73,0.00239548,32.9603,0.00,0.00,12448.79,12448.79
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,12432.455,8716.186,310.876190,-999.,-999.00,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,12709.39,10683.40,310.876190,85.21,65.52,0.00900565,53.60,51.22,0.00750000,83.35,0.01141860,68.25,19.2981,84.20,0.00842864,33.5692,10370.00,0.00,12430.32,8686.78
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,5663.770,5663.770,-999.,-999.,-999.00,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,5663.77,5663.77,310.876190,36.90,36.90,0.00675774,90.00,65.65,0.00800000,19.76,0.00156278,17.83,19.2981,48.73,0.00239548,32.9603,0.00,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,5757.412,5648.021,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3758.62,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [Btu/lbm-R],Dry Air Heat Capacity [Btu/lbm-R],Standard Air Density Adjusted for Elevation [lb/ft3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [ft3/min],Supply Fan Maximum Air Mass Flow Rate [lb/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [Btu/lbm-R],Plant Fluid Density [lb/ft3],Plant Maximum Fluid Mass Flow Rate [lb/s],Plant Design Fluid Return Temperature [F],Plant Design Fluid Supply Temperature [F],Plant Design Fluid Temperature Difference [deltaF],Plant Design Capacity [Btu/h],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [],Coil Air Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [Btu/lb],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [Btu/lb],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [F],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [F],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaF],Supply Fan Air Heat Gain at Ideal Loads Peak [Btu/h],Coil and Fan Net Total Capacity at Ideal Loads Peak [Btu/h],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [F],System Return Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h],Coil Air Mass Flow Rate at Rating Conditions [lb/s],Coil Entering Air Drybulb at Rating Conditions [F],Coil Entering Air Wetbulb at Rating Conditions [F],Coil Entering Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Entering Air Enthalpy at Rating Conditions [Btu/lb],Coil Leaving Air Drybulb at Rating Conditions [F],Coil Leaving Air Wetbulb at Rating Conditions [F],Coil Leaving Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Rating Conditions [Btu/lb]
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,FractionOfAutosizedHeatingCapacity,N/A,Yes,Yes,unknown,No,12432.455,12432.455,310.876190,-999.,-999.00,-999.0000,1.00000,0.80000,0.2436,0.2400,0.0747,SUPPLY FAN_UNIT1,Fan:OnOff,310.876190,0.38690893,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,unknown,unknown,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,Sensible,12432.46,12432.46,1.0000,0.38690893,310.876190,36.90,36.90,0.00675774,16.1,90.00,65.65,0.00800000,30.4,-999.,-999.0,-999.0,-999.0,0.000,12432.46,19.76,0.00156278,17.83,59.99331119,19.2981,41.00,0.00800000,48.73,0.00239548,32.9603,0.00,0.00,12448.79,12448.79,0.38007213,70.00,60.00,0.00875166,26.3,107.31,72.04,0.00875166,35.4
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,FractionOfAutosizedCoolingCapacity,N/A,Yes,Yes,unknown,No,12432.455,8716.186,310.876190,-999.,-999.00,-999.0000,1.00000,0.84894,0.2440,0.2400,0.0747,SUPPLY FAN_UNIT1,Fan:OnOff,310.876190,0.38690893,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,7/27 16:30:00,Sensible,12709.39,10683.40,1.0223,0.38690893,310.876190,85.21,65.52,0.00900565,30.3,53.60,51.22,0.00750000,21.0,-999.,-999.0,-999.0,-999.0,400.092,12309.30,83.35,0.01141860,68.25,59.99331119,19.2981,84.20,0.00842864,84.20,0.00842864,33.5692,10370.00,0.00,12430.32,8686.78,0.37162895,80.00,67.00,0.01118466,31.4,53.37,53.33,0.00863275,22.2
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,FractionOfAutosizedHeatingCapacity,N/A,Yes,Yes,unknown,No,5663.770,5663.770,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0747,SUPPLY FAN_UNIT1,Fan:OnOff,310.876190,0.38690893,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,unknown,unknown,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,1/15 00:15:00,Sensible,5663.77,5663.77,1.0000,0.38690893,310.876190,36.90,36.90,0.00675774,16.1,90.00,65.65,0.00800000,30.4,-999.,-999.0,-999.0,-999.0,0.000,5663.77,19.76,0.00156278,17.83,59.99331119,19.2981,41.00,0.00800000,48.73,0.00239548,32.9603,0.00,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,5757.412,5648.021,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0747,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,160.010573,0.19914526,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3758.62,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3758.62,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.


Coil Connections

,,Coil Name,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),Supply Fan Name for HVAC,Supply Fan Type for HVAC,Airloop Name,Plant Name for Coil,Plant Loop Name
,MAIN DX HEATING COIL_UNIT1,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,SUPPLY FAN_UNIT1,Fan:OnOff,CENTRAL SYSTEM_UNIT1,unknown,unknown
,DX COOLING COIL_UNIT1,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,SUPPLY FAN_UNIT1,Fan:OnOff,CENTRAL SYSTEM_UNIT1,unknown,unknown
,SUPP HEATING COIL_UNIT1,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,SUPPLY FAN_UNIT1,Fan:OnOff,CENTRAL SYSTEM_UNIT1,unknown,unknown
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,N/A,unknown,unknown


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [ft3/min],Maximum Outdoor Air [ft3/min],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [F],Outdoor Air Enthalpy Limit [F]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [ft3/min-person],Outdoor Air Per Area [ft3/min-ft2],Outdoor Air Per Zone [ft3/min],Outdoor Air ACH [ACH],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name,Type
,None,,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,LIVING_UNIT1,4489.50,7564.75,3675.25
,GARAGE1,0.00,0.00,0.00
